,filename,n_samples,epoch,time,f1_macro
0,2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,3.609204053878784,0.5478052595561639
1,2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,1.1080262660980225,0.5197141365282105
2,2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,0.9057021141052246,0.5097698401279653
3,2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,0.9936959743499756,0.49101541733120674
4,2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,1.5064747333526611,0.45306949146986236
5,2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,1,1.4960479736328125,0.43889878117796455
6,2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,2,1.1012847423553467,0.5253659786268482
7,2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,3,1.200260877609253,0.49475580656833645
8,2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,4,0.6972663402557373,0.41246622230228785
9,2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,5,3.2803313732147217,0.4568536039124274
10,2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1500,1,1.9999291896820068,0.44314909569121236
11,2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1500,2,1.110905408859253,0.45377647093765777
12,2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1500,3,1.5109140872955322,0.5288429618886472
13,2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1500,4,0.8148102760314941,0.4562868417357581
14,2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1500,5,3.405728816986084,0.501289122319716
15,2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1500,1,2.910460948944092,0.5475660091008058
16,2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1500,2,2.605792760848999,0.5644227614609755
17,2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1500,3,2.602113962173462,0.4574315712196085
18,2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1500,4,1.0937585830688477,0.5432257356170399
19,2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1500,5,1.3131353855133057,0.47750716488498046
20,2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,1,1.3045542240142822,0.5115097004899637
21,2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,2,1.1880664825439453,0.5521594576283793
22,2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,3,1.7953381538391113,0.5696803789557651
23,2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,4,2.2132208347320557,0.5394286492552388
24,2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,5,1.5990016460418701,0.585618845169407
25,2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,1,1.885202407836914,0.5751958729188072
26,2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,2,1.8861057758331299,0.5877411499260426
27,2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,3,1.3082504272460938,0.5830601423249585
28,2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,4,0.8090643882751465,0.6250070043040789
29,2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,5,1.2059178352355957,0.6065721103994594
30,2025-05-05-FacebookAI/roberta-base-5e-05-data,1500,1,0.605177640914917,0.4218317061831706
31,2025-05-05-FacebookAI/roberta-base-5e-05-data,1500,2,1.2082164287567139,0.5563085036255768
32,2025-05-05-FacebookAI/roberta-base-5e-05-data,1500,3,0.5110745429992676,0.44332873752934554
33,2025-05-05-FacebookAI/roberta-base-5e-05-data,1500,4,1.0028178691864014,0.5363173041796976
34,2025-05-05-FacebookAI/roberta-base-5e-05-data,1500,5,1.7182848453521729,0.5407440662514964
35,2025-05-05-FacebookAI/roberta-base-5e-06-data,1500,1,1.8053677082061768,0.54186865423365
36,2025-05-05-FacebookAI/roberta-base-5e-06-data,1500,2,0.6904547214508057,0.5739948291378602
37,2025-05-05-FacebookAI/roberta-base-5e-06-data,1500,3,1.094513177871704,0.5799451247034342
38,2025-05-05-FacebookAI/roberta-base-5e-06-data,1500,4,0.9025013446807861,0.5702286018075492
39,2025-05-05-FacebookAI/roberta-base-5e-06-data,1500,5,1.4028863906860352,0.6123813003667128
40,2025-05-05-google-bert/bert-base-uncased-1e-05-data,1500,1,2.6043808460235596,0.4459227195264523
41,2025-05-05-google-bert/bert-base-uncased-1e-05-data,1500,2,1.3104209899902344,0.5915092440387723
42,2025-05-05-google-bert/bert-base-uncased-1e-05-data,1500,3,2.2044742107391357,0.5548603106836039
43,2025-05-05-google-bert/bert-base-uncased-1e-05-data,1500,4,2.3813939094543457,0.5999974757123367
44,2025-05-05-google-bert/bert-base-uncased-1e-05-data,1500,5,1.0061829090118408,0.5676433018870418
45,2025-05-05-google-bert/bert-base-uncased-2e-05-data,1500,1,1.694462776184082,0.49426237026569736
46,2025-05-05-google-bert/bert-base-uncased-2e-05-data,1500,2,0.6974623203277588,0.5397530100601505
47,2025-05-05-google-bert/bert-base-uncased-2e-05-data,1500,3,0.8966805934906006,0.5949373457942122
48,2025-05-05-google-bert/bert-base-uncased-2e-05-data,1500,4,1.1016271114349365,0.5854533196706635
49,2025-05-05-google-bert/bert-base-uncased-2e-05-data,1500,5,0.5067806243896484,0.6129446021919139
50,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,1,1.7023165225982666,0.5502202627349007
51,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,2,1.2016515731811523,0.5560106657583387
52,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,3,1.406264066696167,0.5614798342215154
53,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,4,0.9950394630432129,0.5956909476484377
54,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,5,0.8064916133880615,0.5542101444186972
55,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,1,0.9916958808898926,0.4944547140252557
56,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,2,1.0957605838775635,0.4882478632478633
57,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,3,1.204289436340332,0.4441826083588855
58,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,4,1.8825066089630127,0.4890622915833
59,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,5,1.2920098304748535,0.45989590023270854
